job_id,title,skill_name,location,formatted_experience_level,formatted_work_type,experience_group
4402905103,python developer,Engineering,Apac,Mid-Senior level,Contract,senior
4401158016,talent acquisition and branding executive,Human Resources,Southeast Asia,Associate,Full-time,junior
4401158016,talent acquisition and branding executive,Writing/Editing,Southeast Asia,Associate,Full-time,junior
4402920601,hebrew language expert,Research,Apac,Associate,Part-time,junior
4402920601,hebrew language expert,Writing/Editing,Apac,Associate,Part-time,junior
4401769922,mobile game developer solar2d corona sdk,Engineering,Apac,Mid-Senior level,Contract,senior
4401769922,mobile game developer solar2d corona sdk,Consulting,Apac,Mid-Senior level,Contract,senior
4401769922,mobile game developer solar2d corona sdk,Information Technology,Apac,Mid-Senior level,Contract,senior
4401428299,full stack engineer,Information Technology,Apac,Mid-Senior level,Full-time,senior
4401428299,full stack engineer,Engineering,Apac,Mid-Senior level,Full-time,senior
4401769910,docker developer,Engineering,Apac,Associate,Contract,junior
4401439314,voice coach ai speech dialect specialist remote,Design,Apj,Associate,Contract,junior
4401439314,voice coach ai speech dialect specialist remote,Art/Creative,Apj,Associate,Contract,junior
4401439314,voice coach ai speech dialect specialist remote,Information Technology,Apj,Associate,Contract,junior
4401847810,growth director web3,Marketing,Apac,Director,Full-time,senior
4401847810,growth director web3,Business Development,Apac,Director,Full-time,senior
4401405538,growth business development southeast asia,Other,Southeast Asia,not_specified,Other,other
4402014923,audio recording expert,Consulting,Apac,Mid-Senior level,Contract,senior
4385279640,security consultant,Information Technology,Apj,Associate,Full-time,junior
4402289318,company secretary,Other,Apac,Mid-Senior level,Full-time,senior
4399959420,graphtalk developer,Product Management,Apac,Mid-Senior level,Full-time,senior
4401854037,senior bbu sales manager apac region,Sales,Apac,Mid-Senior level,Full-time,senior
4402503224,data scientist remote,Engineering,Apac,not_specified,Contract,other
4402503224,data scientist remote,Product Management,Apac,not_specified,Contract,other
4401438250,business development manager payments stablecoins fintech,Sales,Apac,Mid-Senior level,Full-time,senior
4401438250,business development manager payments stablecoins fintech,Business Development,Apac,Mid-Senior level,Full-time,senior
4401438250,business development manager payments stablecoins fintech,Strategy/Planning,Apac,Mid-Senior level,Full-time,senior
4402693931,php developer,Information Technology,Apac,Mid-Senior level,Part-time,senior
4376055778,senior frontend developer,Engineering,Apac,Mid-Senior level,Full-time,senior
4402918566,senior bd expert payment,Business Development,Apac,Mid-Senior level,Full-time,senior
4388984257,head of bd rwa capital markets,Business Development,Apac,not_specified,Full-time,other
4388984257,head of bd rwa capital markets,Sales,Apac,not_specified,Full-time,other
4389589991,quant developer mandarin speaking open to relocation,Finance,Apac,not_specified,Full-time,other
4389589991,quant developer mandarin speaking open to relocation,Sales,Apac,not_specified,Full-time,other
4401489055,software developer,Other,Apac,Associate,Contract,junior
4402021508,audio transcription expert,Consulting,Apac,Mid-Senior level,Contract,senior
4402013482,grc governance risk compliance expert,Consulting,Apac,Mid-Senior level,Part-time,senior
4402942911,global network partner,Consulting,Apac,Mid-Senior level,Part-time,senior
4402942911,global network partner,Project Management,Apac,Mid-Senior level,Part-time,senior
4402942911,global network partner,Business Development,Apac,Mid-Senior level,Part-time,senior
4351600769,senior revenue operations manager,Management,Apac,not_specified,Full-time,other
4351600769,senior revenue operations manager,Manufacturing,Apac,not_specified,Full-time,other
4401776582,data scientist,Training,Apac,Mid-Senior level,Contract,senior
4401425512,product manager remote,Product Management,Apj,Associate,Contract,junior
4401425512,product manager remote,Marketing,Apj,Associate,Contract,junior
4402908973,institutional business development manager asia,Business Development,Apac,Mid-Senior level,Full-time,senior
4401776609,typescript developer,Engineering,Apac,Mid-Senior level,Contract,senior
4400184610,product analyst business analyst fintech,Analyst,Southeast Asia,Associate,Full-time,junior
4400184610,product analyst business analyst fintech,Product Management,Southeast Asia,Associate,Full-time,junior
4402697785,java game developer libgdx,Engineering,Apac,Mid-Senior level,Contract,senior
4402697785,java game developer libgdx,Consulting,Apac,Mid-Senior level,Contract,senior
4402697785,java game developer libgdx,Information Technology,Apac,Mid-Senior level,Contract,senior
4390146754,customer support representative india,Other,Apac,not_specified,Full-time,other
4401790061,python developer,Engineering,Apac,Mid-Senior level,Contract,senior
4402227103,korean bilingual expert,Training,Apac,Mid-Senior level,Contract,senior
4401858562,sales director,Business Development,Apac,Director,Full-time,senior
4401858562,sales director,Consulting,Apac,Director,Full-time,senior
4401858562,sales director,Distribution,Apac,Director,Full-time,senior
4401427282,pixel art animator 65 hr remote,Design,Apj,Mid-Senior level,Contract,senior
4401427282,pixel art animator 65 hr remote,Art/Creative,Apj,Mid-Senior level,Contract,senior
4401427282,pixel art animator 65 hr remote,Information Technology,Apj,Mid-Senior level,Contract,senior
4402121160,customer onboarding manager korean speaking,Management,Apac,Mid-Senior level,Full-time,senior
4402121160,customer onboarding manager korean speaking,Manufacturing,Apac,Mid-Senior level,Full-time,senior
4402909619,sinhala bilingual expert,Research,Apac,Associate,Part-time,junior
4402909619,sinhala bilingual expert,Writing/Editing,Apac,Associate,Part-time,junior
4389810140,transaction monitoring pre sales manager apac,Sales,Apac,not_specified,Full-time,other
4389810140,transaction monitoring pre sales manager apac,Business Development,Apac,not_specified,Full-time,other
4402669916,ai gtm engineer,Engineering,Apac,Mid-Senior level,Full-time,senior
4402669916,ai gtm engineer,Project Management,Apac,Mid-Senior level,Full-time,senior
4400164863,gpu cuda engineer,Engineering,Apac,Mid-Senior level,Contract,senior
4401847742,merchandising specialist,Advertising,Southeast Asia,Associate,Full-time,junior
4401847742,merchandising specialist,Administrative,Southeast Asia,Associate,Full-time,junior
4401846767,technical architect remote,Engineering,Apj,Associate,Contract,junior
4401846767,technical architect remote,Information Technology,Apj,Associate,Contract,junior
4402693947,rust developer,Information Technology,Apac,Mid-Senior level,Contract,senior
4402693947,rust developer,Engineering,Apac,Mid-Senior level,Contract,senior
4389803355,brand manager global crypto exchange,Marketing,Apac,not_specified,Full-time,other
4389803355,brand manager global crypto exchange,Sales,Apac,not_specified,Full-time,other
4401786179,javascript developer,Engineering,Apac,Mid-Senior level,Contract,senior
4402525955,back end developer,Engineering,Apac,Mid-Senior level,Full-time,senior
4402662986,data engineer,Information Technology,Southeast Asia,Mid-Senior level,Full-time,senior
4402919951,software engineer,Engineering,Apac,Mid-Senior level,Full-time,senior
4399913182,backend engineer design algorithms,Engineering,Southeast Asia,Mid-Senior level,Full-time,senior
4399913182,backend engineer design algorithms,Information Technology,Southeast Asia,Mid-Senior level,Full-time,senior
4402696952,c+ developer,Information Technology,Apac,Mid-Senior level,Contract,senior
4402698919,full stack engineer,Information Technology,Apac,Mid-Senior level,Contract,senior
4402913105,artificial intelligence engineer,Information Technology,Apac,Mid-Senior level,Part-time,senior
4401494930,it support engineer,Information Technology,Apac,Mid-Senior level,Full-time,senior
4401494930,it support engineer,Consulting,Apac,Mid-Senior level,Full-time,senior
4401494930,it support engineer,Other,Apac,Mid-Senior level,Full-time,senior
4402925913,data scientist,Engineering,Apac,Mid-Senior level,Full-time,senior
4401188819,senior data scientist machine learning remote,Engineering,Apj,Mid-Senior level,Contract,senior
4401188819,senior data scientist machine learning remote,Information Technology,Apj,Mid-Senior level,Contract,senior
4401183701,pixel artist libresprite animation sprites 65 hr remote,Design,Apj,Mid-Senior level,Contract,senior
4401183701,pixel artist libresprite animation sprites 65 hr remote,Art/Creative,Apj,Mid-Senior level,Contract,senior
4401183701,pixel artist libresprite animation sprites 65 hr remote,Information Technology,Apj,Mid-Senior level,Contract,senior
4402239052,geologist,Engineering,Southeast Asia,Mid-Senior level,Full-time,senior
4402239052,geologist,Other,Southeast Asia,Mid-Senior level,Full-time,senior
4401856592,social media supervisor,Marketing,Southeast Asia,Mid-Senior level,Full-time,senior
4401856592,social media supervisor,Advertising,Southeast Asia,Mid-Senior level,Full-time,senior
4402934809,copywriter igaming,Marketing,Southeast Asia,Associate,Full-time,junior
4400403805,media buyer meta ads for us dtc agency remote,Marketing,Southeast Asia,Mid-Senior level,Full-time,senior
4400403805,media buyer meta ads for us dtc agency remote,Sales,Southeast Asia,Mid-Senior level,Full-time,senior
4402956019,business development,Research,Apac,Internship,Internship,intern
4402956019,business development,Finance,Apac,Internship,Internship,intern
4401872116,senior google ads media buyer,Marketing,Apac,Mid-Senior level,Contract,senior
4401872116,senior google ads media buyer,Advertising,Apac,Mid-Senior level,Contract,senior
4402900885,software engineer,Information Technology,Apac,Mid-Senior level,Contract,senior
4401814101,e commerce integration specialist,Sales,Apac,Mid-Senior level,Full-time,senior
4401814101,e commerce integration specialist,Other,Apac,Mid-Senior level,Full-time,senior
4402904150,golang developer,Information Technology,Apac,Mid-Senior level,Contract,senior
4402916581,maori bilingual experts,Research,Apac,Associate,Part-time,junior
4402916581,maori bilingual experts,Writing/Editing,Apac,Associate,Part-time,junior
4402912078,c# developer,Information Technology,Apac,Mid-Senior level,Part-time,senior
4400374798,linux based post production specialist cinelerra,Art/Creative,Apac,Mid-Senior level,Contract,senior
4400374798,linux based post production specialist cinelerra,Information Technology,Apac,Mid-Senior level,Contract,senior
4400374798,linux based post production specialist cinelerra,Consulting,Apac,Mid-Senior level,Contract,senior
4402504243,electronic engineer qucs s expert,Engineering,Apac,Associate,Contract,junior
4390117987,legal counsel income contracts,Legal,Apac,not_specified,Full-time,other
